nu1 nu2 nu3a nu3b nu4a nu4b J Ka Kc a/s E uncertainty transitions
0 0 0 0 0 0 14 12 3 a 1365.758767749 6.206e-04 16
0 0 0 0 0 0 14 12 2 a 1365.759140031 1.007e-03 15
0 0 0 0 0 0 16 5 11 s 1366.196693924 7.712e-04 26
0 0 0 0 0 0 16 5 11 a 1366.279179430 1.400e-03 20
0 0 0 0 0 0 16 6 11 s 1366.799101154 1.362e-03 22
0 0 0 0 0 0 16 6 11 a 1366.878781037 7.069e-04 26
0 1 0 0 0 0 9 7 3 s 1367.245953598 2.112e-04 10
0 1 0 0 0 0 9 7 2 s 1367.255997100 5.220e-04 9
0 1 0 0 0 0 10 3 7 a 1369.153185555 1.168e-03 11
0 1 0 0 0 0 10 4 7 a 1370.558352801 2.139e-04 11
0 1 0 0 0 0 9 7 3 a 1374.237496529 4.971e-04 9
0 1 0 0 0 0 9 7 2 a 1374.250360607 2.786e-04 14
0 0 0 0 1 0 4 4 1 s 1375.116922555 1.614e-04 11
0 0 0 0 1 0 4 4 0 s 1375.139234317 1.206e-04 11
0 1 0 0 0 0 11 1 10 s 1376.557042477 1.327e-03 10
0 1 0 0 0 0 11 2 10 s 1376.557758500 2.466e-04 14
0 0 0 0 1 0 4 4 1 a 1377.484528390 1.037e-04 12
0 0 0 0 1 0 4 4 0 a 1377.508780838 1.417e-04 9
0 0 0 0 1 0 5 1 4 s 1379.023150386 3.888e-04 15
0 0 0 0 1 0 5 2 4 s 1380.334498070 1.060e-04 16
0 0 0 0 1 0 5 1 4 a 1381.287916274 5.501e-04 12
0 0 0 0 1 0 5 2 4 a 1382.504497745 2.026e-04 14
0 1 0 0 0 0 11 1 10 a 1385.210048219 3.836e-04 11
0 1 0 0 0 0 11 2 10 a 1385.211327461 1.129e-03 9
0 1 0 0 0 0 10 4 6 s 1385.435483944 2.139e-04 13
0 0 0 0 0 0 15 10 6 s 1391.634142542 6.167e-04 19
0 0 0 0 0 0 15 10 5 s 1391.645752444 1.189e-03 18
0 0 0 0 0 0 15 10 6 a 1391.727029610 1.125e-03 21
0 0 0 0 0 0 15 10 5 a 1391.737674101 6.167e-04 24
0 1 0 0 0 0 10 4 6 a 1392.212637405 1.298e-03 13
0 0 0 0 1 0 5 2 3 s 1392.747214706 2.359e-04 13
0 1 0 0 0 0 10 5 6 s 1394.660780068 5.873e-04 12
0 0 0 0 1 0 5 2 3 a 1394.941972997 1.114e-04 14
0 1 0 0 0 0 10 5 5 s 1399.621949283 4.337e-04 13
0 0 0 0 1 0 5 3 3 s 1400.483793562 1.281e-04 17
0 0 0 0 1 0 5 3 3 a 1402.206076819 1.914e-04 14
0 0 0 0 0 0 18 1 17 s 1402.749448321 1.174e-03 10
0 0 0 0 0 0 18 2 17 s 1402.750359814 1.884e-03 11
0 0 0 0 0 0 18 2 17 a 1402.939282134 1.201e-03 10
0 0 0 0 0 0 18 1 17 a 1402.940190713 1.855e-03 9
0 0 0 0 0 0 17 4 14 s 1403.058478983 9.041e-04 15
0 0 0 0 0 0 17 3 14 s 1403.058846397 1.558e-03 15
0 0 0 0 0 0 17 3 14 a 1403.171214403 8.312e-04 19
0 0 0 0 0 0 17 4 14 a 1403.172136549 1.583e-03 16
0 0 0 0 1 0 6 0 6 s 1403.646898774 2.088e-04 8
0 0 0 0 1 0 6 1 6 s 1403.661816031 7.105e-04 10
0 1 0 0 0 0 10 5 6 a 1404.315385971 2.142e-04 12
0 0 0 0 1 0 5 3 2 s 1404.343293925 2.178e-04 12
0 0 0 0 1 0 6 0 6 a 1406.097656860 5.893e-04 9
0 0 0 0 1 0 6 1 6 a 1406.112124525 2.286e-04 10
0 0 0 0 1 0 5 3 2 a 1406.142477823 1.290e-04 15
0 0 0 0 0 0 16 6 10 s 1406.564325550 7.218e-04 21
0 0 0 0 0 0 16 6 10 a 1406.642839979 1.361e-03 19
0 1 0 0 0 0 9 8 2 s 1409.065255939 1.074e-03 14
0 1 0 0 0 0 9 8 1 s 1409.065786371 8.771e-04 12
0 1 0 0 0 0 10 5 5 a 1409.659936425 5.690e-04 12
0 0 0 0 0 0 16 7 10 s 1411.077397391 1.390e-03 18
0 0 0 0 0 0 16 7 10 a 1411.145315809 7.700e-04 18
0 1 0 0 0 0 12 0 12 s 1415.306685568 4.958e-04 7
0 1 0 0 0 0 12 1 12 s 1415.307175620 1.296e-03 7
0 1 0 0 0 0 9 8 2 a 1415.593633137 5.242e-04 11
0 1 0 0 0 0 9 8 1 a 1415.594170046 3.829e-04 11
0 0 0 0 1 0 5 4 2 s 1421.988112824 1.584e-04 18
0 0 0 0 1 0 5 4 1 s 1422.179388159 2.611e-04 13
0 1 0 0 0 0 11 2 9 s 1422.432959667 1.312e-03 10
0 1 0 0 0 0 11 3 9 s 1422.479425625 2.569e-04 11
0 0 0 0 1 0 5 4 2 a 1424.332225255 5.939e-04 12
0 0 0 0 1 0 5 4 1 a 1424.537435168 1.060e-04 16
0 1 0 0 0 0 10 6 5 s 1425.277936975 5.564e-04 11
0 1 0 0 0 0 12 1 12 a 1425.843057460 4.483e-04 8
0 1 0 0 0 0 12 0 12 a 1425.843350703 1.409e-03 7
0 1 0 0 0 0 10 6 4 s 1426.192172456 1.497e-04 13
0 1 0 0 0 0 11 2 9 a 1429.886922343 2.479e-04 11
0 1 0 0 0 0 11 3 9 a 1429.921735865 9.167e-04 11
0 0 0 0 0 0 14 13 1 s 1430.571532184 6.601e-04 14
0 0 0 0 0 0 14 13 2 s 1430.571832746 9.952e-04 14
0 0 0 0 0 0 14 13 2 a 1430.631757836 6.592e-04 14
0 0 0 0 0 0 14 13 1 a 1430.632156175 9.850e-04 12
0 0 0 0 1 0 6 1 5 s 1431.566028842 2.152e-04 12
0 0 0 0 1 0 6 2 5 s 1432.072130324 2.891e-04 14
0 1 0 0 0 0 10 6 5 a 1432.485533510 2.140e-04 11
0 1 0 0 0 0 10 6 4 a 1433.533588770 6.793e-04 13
0 0 0 0 1 0 6 1 5 a 1433.746785853 1.455e-04 14
0 0 0 0 1 0 6 2 5 a 1434.208023164 4.434e-04 16
0 0 0 0 0 0 16 7 9 s 1435.124782533 7.684e-04 20
0 0 0 0 0 0 16 7 9 a 1435.201638247 1.371e-03 18
0 0 0 0 0 0 15 11 5 s 1445.670695692 6.335e-04 21
0 0 0 0 0 0 15 11 4 s 1445.672031234 1.164e-03 17
0 0 0 0 0 0 15 11 4 a 1445.746582908 6.335e-04 17
0 0 0 0 0 0 15 11 5 a 1445.747119064 1.217e-03 17
0 0 0 0 1 0 5 5 1 s 1448.788640010 1.892e-04 13
0 0 0 0 1 0 5 5 0 s 1448.790876207 2.864e-04 11
0 0 0 0 1 0 6 2 4 s 1450.992903084 1.579e-04 15
0 0 0 0 1 0 5 5 1 a 1451.081965113 4.759e-04 10
0 0 0 0 1 0 5 5 0 a 1451.084506330 3.484e-04 12
0 0 0 0 0 0 16 8 9 s 1452.036389243 1.331e-03 21
0 0 0 0 0 0 16 8 9 a 1452.091159538 7.339e-04 21
0 0 0 0 1 0 6 2 4 a 1453.105041285 2.924e-04 14
0 0 0 0 1 0 6 3 4 s 1455.718017633 3.341e-04 14
0 1 0 0 0 0 9 9 0 s 1456.565280210 4.421e-04 9
0 1 0 0 0 0 9 9 1 s 1456.565533476 3.144e-04 10
0 0 0 0 1 0 6 3 4 a 1457.550090794 1.161e-04 16
0 0 0 0 1 0 7 0 7 s 1457.793826856 1.520e-03 6
0 0 0 0 1 0 7 1 7 s 1457.797057722 4.749e-04 11
0 0 0 0 1 0 7 0 7 a 1460.251162813 4.043e-04 9
0 0 0 0 1 0 7 1 7 a 1460.253931722 1.240e-03 7
0 1 0 0 0 0 10 7 4 s 1460.439798340 5.164e-04 10
0 1 0 0 0 0 10 7 3 s 1460.494224026 2.142e-04 12
0 0 0 0 0 0 16 8 8 s 1460.630497035 7.116e-04 19
0 0 0 0 0 0 16 8 8 a 1460.693136288 1.545e-03 18
0 1 0 0 0 0 11 3 8 s 1461.465016437 9.148e-04 10
0 0 0 0 0 0 19 1 19 s 1461.593004119 1.770e-03 3
0 0 0 0 0 0 19 0 19 s 1461.593916577 2.323e-03 4
0 0 0 0 0 1 0 0 0 s 1461.792372778 1.012e-04 1
0 0 0 0 0 0 19 0 19 a 1461.859232321 1.689e-03 4
0 0 0 0 0 0 19 1 19 a 1461.860151570 2.283e-03 5
0 0 0 0 0 1 0 0 0 a 1462.008619754 1.028e-04 1
0 1 0 0 0 0 11 4 8 s 1462.187583314 3.460e-04 11
0 1 0 0 0 0 9 9 1 a 1462.586755719 4.906e-04 11
0 1 0 0 0 0 9 9 0 a 1462.587048724 3.789e-04 10
0 0 0 0 1 0 6 3 3 s 1463.756372991 2.077e-04 16
0 0 0 0 0 0 17 4 13 s 1464.447792452 1.536e-03 18
0 0 0 0 0 0 17 5 13 s 1464.463898429 8.312e-04 21
0 0 0 0 0 0 17 4 13 a 1464.538929071 8.908e-04 21
0 0 0 0 0 0 17 5 13 a 1464.556477849 1.560e-03 18
0 0 0 0 1 0 6 3 3 a 1465.704509678 3.324e-04 14
0 1 0 0 0 0 10 7 4 a 1467.311353890 2.142e-04 11
0 1 0 0 0 0 10 7 3 a 1467.378871420 5.352e-04 12
0 1 0 0 0 0 11 3 8 a 1468.139167254 6.361e-04 11
0 1 0 0 0 0 11 4 8 a 1468.712115819 1.080e-03 10
0 0 0 0 0 1 1 0 1 s 1471.035461531 1.000e-04 2
0 0 0 0 0 1 1 0 1 a 1471.327478397 3.874e-04 2
0 1 0 0 0 0 12 1 11 s 1472.390491961 4.279e-04 10
0 1 0 0 0 0 12 2 11 s 1472.391080031 1.275e-03 13
0 0 0 0 0 1 1 1 1 s 1473.040102055 2.092e-04 2
0 0 0 0 0 1 1 1 1 a 1473.230318136 1.691e-04 2
0 0 0 0 0 1 1 1 0 s 1474.720939304 1.438e-04 2
0 0 0 0 0 1 1 1 0 a 1475.000130599 3.895e-04 2
0 0 0 0 1 0 6 4 3 s 1478.447194221 2.260e-04 13
0 0 0 0 1 0 6 4 2 s 1479.237084314 1.301e-04 15
0 0 0 0 1 0 6 4 3 a 1480.959631164 1.582e-04 10
0 1 0 0 0 0 12 2 11 a 1481.118795800 3.157e-04 12
0 1 0 0 0 0 12 1 11 a 1481.119335762 1.307e-03 11
0 0 0 0 0 0 18 2 16 s 1481.122791822 1.100e-03 12
0 0 0 0 0 0 18 3 16 s 1481.123653243 1.805e-03 11
0 0 0 0 0 0 18 3 16 a 1481.267347043 1.118e-03 10
0 0 0 0 0 0 18 2 16 a 1481.268272681 1.713e-03 11
0 0 0 0 1 0 6 4 2 a 1481.805417430 4.321e-04 14
0 0 0 0 0 1 2 0 2 s 1488.813527832 1.031e-04 2
0 0 0 0 0 1 2 0 2 a 1489.186237772 1.028e-04 2
0 0 0 0 0 1 2 1 2 s 1489.860457925 1.006e-04 3
0 0 0 0 0 1 2 1 2 a 1490.250291351 1.005e-04 2
0 1 0 0 0 0 11 4 7 s 1491.100267219 9.490e-04 11
0 0 0 0 1 0 7 1 6 s 1491.186293691 4.958e-04 12
0 0 0 0 1 0 7 2 6 s 1491.360744223 3.288e-04 12
0 0 0 0 1 0 7 1 6 a 1493.298642288 2.767e-04 13
0 0 0 0 1 0 7 2 6 a 1493.453763229 4.090e-04 15
0 0 0 0 0 0 16 9 8 s 1494.371587260 1.251e-03 21
0 0 0 0 0 0 16 9 8 a 1494.411320917 7.651e-04 20
0 0 0 0 0 1 2 1 1 s 1494.890832042 1.288e-04 2
0 0 0 0 0 1 2 1 1 a 1495.457332827 2.934e-04 3
0 0 0 0 0 0 16 9 7 s 1495.886564845 7.334e-04 18
0 0 0 0 0 0 16 9 7 a 1495.928868965 1.316e-03 18
0 1 0 0 0 0 11 5 7 s 1496.515023096 3.291e-04 12
0 1 0 0 0 0 11 4 7 a 1497.539520218 3.293e-04 12
0 0 0 0 0 0 14 14 0 s 1500.132741803 8.481e-04 10
0 0 0 0 0 0 14 14 1 s 1500.133019412 8.568e-04 11
0 0 0 0 0 0 14 14 1 a 1500.185218221 8.474e-04 11
0 0 0 0 0 0 14 14 0 a 1500.185321050 8.568e-04 10
0 0 0 0 0 1 2 2 1 s 1500.893853836 1.017e-04 2
0 0 0 0 0 1 2 2 1 a 1501.127149023 1.014e-04 2
0 0 0 0 0 1 2 2 0 s 1501.598613038 1.014e-04 2
0 1 0 0 0 0 10 8 3 s 1501.753698557 5.176e-04 11
0 1 0 0 0 0 10 8 2 s 1501.755262806 2.454e-04 12
0 0 0 0 0 1 2 2 0 a 1501.909522868 1.047e-04 2
0 1 0 0 0 0 11 5 7 a 1502.075945168 9.996e-04 12
0 0 0 0 1 0 6 5 2 s 1504.961803689 2.637e-04 13
0 0 0 0 1 0 6 5 1 s 1504.992969660 1.922e-04 13
0 0 0 0 0 0 15 12 4 s 1505.213322210 6.912e-04 15
0 0 0 0 0 0 15 12 3 s 1505.213882026 1.101e-03 15
0 0 0 0 0 0 15 12 3 a 1505.280715321 6.991e-04 18
0 0 0 0 0 0 15 12 4 a 1505.281308310 1.082e-03 17
0 0 0 0 1 0 6 5 2 a 1507.223247602 1.311e-04 13
0 0 0 0 1 0 6 5 1 a 1507.259090953 2.746e-04 10
0 1 0 0 0 0 10 8 3 a 1508.198049734 2.487e-04 12
0 1 0 0 0 0 10 8 2 a 1508.199951851 5.226e-04 11
0 1 0 0 0 0 11 5 6 s 1511.565951702 8.522e-04 12
0 1 0 0 0 0 13 1 13 s 1513.382647862 6.261e-04 9
0 1 0 0 0 0 13 0 13 s 1513.383181098 1.432e-03 7
0 0 0 0 0 1 3 0 3 s 1514.262777547 5.331e-04 2
0 0 0 0 0 1 3 1 3 s 1514.356342332 5.249e-04 3
0 0 0 0 0 1 3 0 3 a 1514.724740081 2.022e-04 2
0 0 0 0 0 1 3 1 3 a 1515.553190690 5.900e-04 3
0 0 0 0 1 0 7 2 5 s 1516.896753242 3.273e-04 13
0 1 0 0 0 0 11 5 6 a 1517.555205491 3.291e-04 13
0 0 0 0 1 0 7 2 5 a 1518.877311980 2.224e-04 13
0 0 0 0 0 0 17 5 12 s 1519.239512967 1.506e-03 20
0 0 0 0 1 0 8 1 8 s 1519.268474402 1.638e-03 9
0 0 0 0 1 0 8 0 8 s 1519.269419455 3.541e-04 9
0 0 0 0 1 0 7 3 5 s 1519.277509192 2.070e-04 13
0 0 0 0 0 0 17 5 12 a 1519.316121438 8.083e-04 18
0 0 0 0 0 0 17 6 12 s 1519.475195782 8.897e-04 17
0 0 0 0 0 0 17 6 12 a 1519.552085845 1.572e-03 14
0 0 0 0 1 0 7 3 5 a 1521.082294833 2.694e-04 12
0 0 0 0 1 0 8 0 8 a 1521.737711240 7.540e-04 5
0 0 0 0 1 0 8 1 8 a 1521.737923625 2.734e-04 10
0 1 0 0 0 0 12 2 10 s 1523.292558346 2.738e-04 12
0 1 0 0 0 0 12 3 10 s 1523.308211538 1.282e-03 12
0 1 0 0 0 0 13 0 13 a 1524.215557799 5.917e-04 7
0 1 0 0 0 0 13 1 13 a 1524.216126099 1.431e-03 7
0 0 0 0 0 1 3 1 2 s 1524.544539641 1.020e-04 3
0 0 0 0 0 1 3 1 2 a 1525.425908973 1.012e-04 3
0 0 0 0 0 1 3 2 2 s 1528.267982139 1.290e-04 3
0 0 0 0 0 1 3 2 2 a 1528.428326957 2.399e-04 3
0 1 0 0 0 0 11 6 6 s 1528.626046993 3.293e-04 11
0 1 0 0 0 0 12 2 10 a 1530.675393106 1.115e-03 12
0 1 0 0 0 0 12 3 10 a 1530.685632674 3.513e-04 11
0 1 0 0 0 0 11 8 5 s 1531.047098198 8.952e-04 1
0 1 0 0 0 0 11 6 5 s 1531.047409529 8.431e-04 11
0 0 0 0 0 1 3 2 1 s 1531.816336583 1.296e-04 3
0 0 0 0 0 1 3 2 1 a 1533.009949847 1.642e-04 3
0 0 0 0 1 0 7 3 4 s 1533.346042122 3.309e-04 8
0 0 0 0 1 0 7 3 4 a 1535.277088170 3.305e-04 15
0 1 0 0 0 0 11 6 6 a 1536.009876832 8.011e-04 12
0 0 0 0 1 0 6 6 1 s 1537.601660667 2.900e-04 10
0 0 0 0 1 0 6 6 0 s 1537.601942739 3.351e-04 10
0 1 0 0 0 0 11 6 5 a 1538.727104148 3.255e-04 13
0 0 0 0 1 0 6 6 0 a 1539.805379959 3.093e-04 6
0 0 0 0 1 0 6 6 1 a 1539.805645587 6.507e-04 12
0 0 0 0 0 0 16 10 7 s 1541.710595648 1.302e-03 14
0 0 0 0 0 0 16 10 6 s 1541.732742831 7.116e-04 21
0 0 0 0 0 0 16 10 7 a 1541.880506194 7.116e-04 16
0 0 0 0 0 0 16 10 6 a 1541.903475645 1.278e-03 14
0 0 0 0 0 1 3 3 1 s 1543.182412490 1.038e-04 3
0 0 0 0 0 1 3 3 0 s 1543.357197934 1.687e-04 3
0 0 0 0 0 1 3 3 1 a 1543.484174790 1.040e-04 2
0 0 0 0 0 1 3 3 0 a 1543.694771668 1.038e-04 3
0 0 0 0 1 0 7 4 4 s 1544.209316984 1.585e-04 16
0 0 0 0 1 0 7 4 4 a 1545.562068878 5.830e-04 10
0 0 0 0 0 1 4 0 4 s 1547.091072655 1.040e-04 2
0 0 0 0 0 1 4 1 4 s 1547.192721973 1.110e-04 2
0 0 0 0 0 1 4 1 4 a 1547.363651119 9.668e-04 2
0 0 0 0 0 1 4 0 4 a 1548.088362806 1.283e-04 2
0 0 0 0 1 0 7 4 3 s 1548.516512557 7.605e-04 10
0 1 0 0 0 0 10 9 2 s 1548.939743681 6.416e-04 12
0 1 0 0 0 0 10 9 1 s 1548.939959599 3.516e-04 12
0 0 0 0 1 0 7 4 3 a 1549.999833479 1.767e-04 13
0 0 0 0 0 0 19 2 18 s 1550.855084105 1.408e-03 5
0 0 0 0 0 0 19 1 18 s 1550.855988724 2.065e-03 5
0 0 0 0 0 0 19 1 18 a 1551.051045068 1.420e-03 6
0 0 0 0 0 0 19 2 18 a 1551.051944996 2.043e-03 6
0 0 0 0 0 0 18 3 15 s 1553.439522820 1.054e-03 15
0 0 0 0 0 0 18 4 15 s 1553.440498152 1.719e-03 12
0 0 0 0 0 0 18 4 15 a 1553.552072175 9.985e-04 15
0 0 0 0 0 0 18 3 15 a 1553.552616788 1.773e-03 14
0 1 0 0 0 0 10 9 1 a 1554.897202822 6.626e-04 11
0 1 0 0 0 0 10 9 2 a 1554.897244539 3.836e-04 12
0 0 0 0 1 0 8 1 7 s 1558.007795023 2.399e-04 13
0 0 0 0 1 0 8 2 7 s 1558.063124021 1.388e-03 13
0 0 0 0 1 0 8 1 7 a 1560.061339286 9.088e-04 12
0 0 0 0 1 0 8 2 7 a 1560.109935994 2.856e-04 14
0 0 0 0 0 1 4 1 3 s 1562.788965476 1.029e-04 2
0 1 0 0 0 0 11 7 5 s 1563.342033227 2.345e-04 10
0 1 0 0 0 0 11 7 4 s 1563.567102652 9.572e-04 11
0 0 0 0 0 1 4 1 3 a 1563.947932369 1.054e-04 3
0 0 0 0 0 1 4 2 3 s 1564.676208387 1.059e-04 3
0 0 0 0 0 0 17 6 11 s 1565.926933834 1.503e-03 14
0 0 0 0 0 0 17 6 11 a 1565.996287530 8.883e-04 19
0 1 0 0 0 0 12 3 9 s 1567.641297482 3.513e-04 11
0 1 0 0 0 0 12 4 9 s 1567.918648653 1.015e-03 11
0 0 0 0 0 0 17 7 11 s 1568.086051610 8.083e-04 19
0 0 0 0 0 0 17 7 11 a 1568.151626380 1.474e-03 17
0 0 0 0 0 0 15 13 3 s 1569.862070532 7.875e-04 11
0 0 0 0 0 0 15 13 2 s 1569.862520747 1.008e-03 12
0 0 0 0 0 0 15 13 2 a 1569.921155859 7.546e-04 13
0 0 0 0 0 0 15 13 3 a 1569.921673939 1.115e-03 14
0 1 0 0 0 0 11 7 5 a 1570.052835166 9.397e-04 12
0 1 0 0 0 0 11 7 4 a 1570.325790491 2.345e-04 12
0 0 0 0 1 0 7 5 3 s 1570.854513420 1.206e-04 15
0 0 0 0 1 0 7 5 2 s 1571.032659820 3.056e-04 12
0 0 0 0 0 1 4 2 2 s 1572.056644580 1.264e-04 3
0 0 0 0 1 0 7 5 3 a 1573.087600489 3.387e-04 12
0 0 0 0 1 0 7 5 2 a 1573.288715146 2.173e-04 14
0 0 0 0 0 1 4 2 2 a 1573.759166014 1.171e-04 3
0 1 0 0 0 0 12 3 9 a 1574.084698665 1.159e-03 12
0 1 0 0 0 0 12 4 9 a 1574.298069662 3.840e-04 13
0 1 0 0 0 0 13 2 12 s 1575.506435949 5.130e-04 12
0 1 0 0 0 0 13 1 12 s 1575.506832651 1.425e-03 10
0 0 0 0 0 1 4 3 2 s 1580.989027315 1.442e-04 5
0 0 0 0 0 1 4 3 1 s 1582.235099518 1.766e-04 2
0 0 0 0 0 1 4 3 1 a 1584.060224790 1.176e-03 2
0 1 0 0 0 0 13 1 12 a 1584.332335380 5.608e-04 10
0 1 0 0 0 0 13 2 12 a 1584.332681366 1.433e-03 11
0 0 0 0 0 1 5 0 5 s 1587.339631110 1.069e-04 2
0 0 0 0 0 1 5 1 5 s 1587.368107952 1.090e-04 2
0 0 0 0 0 1 5 0 5 a 1587.512258826 1.265e-03 2
0 0 0 0 0 1 5 1 5 a 1587.536876617 3.687e-03 3
0 0 0 0 1 0 9 1 9 s 1588.068237598 2.896e-04 10
0 0 0 0 1 0 9 0 9 s 1588.068961710 1.155e-03 8
0 0 0 0 1 0 8 2 6 s 1589.755757487 2.305e-04 16
0 0 0 0 1 0 9 1 9 a 1590.553139027 8.226e-04 8
0 0 0 0 1 0 9 0 9 a 1590.553409508 5.228e-04 9
0 0 0 0 1 0 8 3 6 s 1590.766787368 7.886e-04 14
0 0 0 0 1 0 8 2 6 a 1591.595712156 2.412e-03 12
0 0 0 0 1 0 8 3 6 a 1592.513009327 5.071e-04 16
0 0 0 0 0 0 16 11 6 s 1595.044074111 1.215e-03 16
0 0 0 0 0 0 16 11 5 s 1595.044806196 7.127e-04 19
0 0 0 0 0 0 16 11 6 a 1595.117896069 7.283e-04 16
0 0 0 0 0 0 16 11 5 a 1595.120042203 1.192e-03 13
0 0 0 0 0 1 4 4 1 s 1600.147193695 1.053e-04 2
0 0 0 0 0 1 4 4 0 s 1600.189121733 1.043e-04 2
0 0 0 0 0 1 4 4 1 a 1600.452410125 1.057e-04 2
0 0 0 0 0 1 4 4 0 a 1600.505551682 1.966e-04 2
0 0 0 0 0 0 17 7 10 s 1600.924309801 1.500e-03 11
0 0 0 0 0 0 17 7 10 a 1600.994050473 8.401e-04 15
0 1 0 0 0 0 10 10 1 s 1601.635321268 5.829e-04 12
0 1 0 0 0 0 10 10 0 s 1601.635431304 3.996e-04 11
0 0 0 0 1 0 7 6 2 s 1603.014556030 2.120e-04 10
0 0 0 0 1 0 7 6 1 s 1603.017724891 5.871e-04 11
0 1 0 0 0 0 12 4 8 s 1603.740960118 3.941e-04 12
0 1 0 0 0 0 11 8 4 s 1603.983018695 3.255e-04 13
0 1 0 0 0 0 11 8 3 s 1603.992557992 6.369e-04 11
0 0 0 0 1 0 7 6 2 a 1605.186056645 5.666e-04 10
0 0 0 0 1 0 7 6 1 a 1605.190184253 1.947e-04 9
0 1 0 0 0 0 12 5 8 s 1606.468088237 1.048e-03 11
0 1 0 0 0 0 10 10 0 a 1607.080772907 5.749e-04 11
0 1 0 0 0 0 10 10 1 a 1607.080852619 3.996e-04 13
0 0 0 0 0 1 5 1 4 s 1608.654516125 6.809e-04 2
0 0 0 0 0 1 5 2 4 s 1609.449968486 1.053e-04 2
0 1 0 0 0 0 12 4 8 a 1609.761038552 1.038e-03 11
0 0 0 0 0 1 5 1 4 a 1610.235813158 1.702e-04 2
0 1 0 0 0 0 11 8 4 a 1610.320079088 7.011e-04 10
0 1 0 0 0 0 11 8 3 a 1610.332927813 3.255e-04 14
0 0 0 0 0 0 17 8 10 s 1611.815120079 8.553e-04 17
0 0 0 0 0 0 17 8 10 a 1611.869293252 1.423e-03 13
0 0 0 0 1 0 8 3 5 s 1611.918173433 2.874e-04 11
0 1 0 0 0 0 12 5 8 a 1612.013967200 4.158e-04 12
0 0 0 0 0 0 20 0 20 s 1612.092867036 1.961e-03 3
0 0 0 0 0 0 20 1 20 s 1612.093744952 2.455e-03 3
0 0 0 0 0 0 20 1 20 a 1612.373561340 1.918e-03 3
0 0 0 0 0 0 20 0 20 a 1612.374440848 2.479e-03 3
0 0 0 0 1 0 8 3 5 a 1613.749258416 3.076e-04 10
0 1 0 0 0 0 14 0 14 s 1618.717318142 7.670e-04 7
0 1 0 0 0 0 14 1 14 s 1618.717857270 1.564e-03 8
0 0 0 0 1 0 8 4 5 s 1618.860834869 3.373e-04 11
0 0 0 0 0 0 18 4 14 s 1619.595959889 9.589e-04 14
0 0 0 0 0 0 18 5 14 s 1619.601834458 1.727e-03 12
0 0 0 0 0 0 18 4 14 a 1619.685564418 1.673e-03 11
0 0 0 0 0 0 18 5 14 a 1619.690692608 1.006e-03 14
0 0 0 0 1 0 8 4 5 a 1620.287567743 1.616e-04 14
0 0 0 0 0 1 5 2 3 s 1622.107924665 1.053e-04 3
0 0 0 0 0 1 5 2 3 a 1624.217920963 4.058e-04 3
0 0 0 0 0 0 17 8 9 s 1627.179561176 1.472e-03 13
0 0 0 0 0 0 17 8 9 a 1627.242754129 8.778e-04 13
0 0 0 0 1 0 8 4 4 s 1627.618665287 3.074e-04 12
0 0 0 0 0 1 5 3 3 s 1628.053733719 1.272e-04 3
0 1 0 0 0 0 12 5 7 s 1628.916791150 4.188e-04 11
0 0 0 0 1 0 8 4 4 a 1629.245614971 6.383e-04 10
0 1 0 0 0 0 14 1 14 a 1629.883496197 7.007e-04 8
0 1 0 0 0 0 14 0 14 a 1629.884112205 1.600e-03 7
0 1 0 0 0 0 13 2 11 s 1631.410652398 1.399e-03 12
0 1 0 0 0 0 13 3 11 s 1631.414690591 5.120e-04 12
0 0 0 0 0 1 5 3 2 s 1632.020519894 1.060e-04 3
0 0 0 0 1 0 9 1 8 s 1632.095992553 1.768e-03 9
0 0 0 0 1 0 9 2 8 s 1632.114053668 4.846e-04 15
0 0 0 0 0 0 19 3 17 s 1634.009547498 1.212e-03 8
0 0 0 0 0 0 19 2 17 s 1634.010440012 1.929e-03 8
0 0 0 0 1 0 9 1 8 a 1634.100464373 7.542e-04 12
0 0 0 0 1 0 9 2 8 a 1634.116176846 2.566e-03 7
0 0 0 0 0 0 19 2 17 a 1634.156679830 1.303e-03 7
0 0 0 0 0 0 19 3 17 a 1634.157563298 1.885e-03 7
0 0 0 0 0 1 5 3 2 a 1634.222463758 7.900e-04 2
0 1 0 0 0 0 12 5 7 a 1634.816365966 1.005e-03 12
0 0 0 0 0 1 6 0 6 s 1635.051437504 9.564e-04 2
0 0 0 0 0 1 6 1 6 s 1635.057058600 5.906e-04 3
0 0 0 0 0 1 6 1 6 a 1635.231160242 1.031e-03 2
0 1 0 0 0 0 13 2 11 a 1638.741453007 4.818e-04 12
0 1 0 0 0 0 13 3 11 a 1638.744594188 1.370e-03 13
0 0 0 0 0 0 15 14 2 s 1639.291309198 8.288e-04 10
0 0 0 0 0 0 15 14 1 s 1639.291700731 1.114e-03 10
0 0 0 0 0 0 15 14 1 a 1639.343080329 7.974e-04 12
0 0 0 0 0 0 15 14 2 a 1639.343415220 1.122e-03 13
0 1 0 0 0 0 12 6 7 s 1641.055720977 9.406e-04 11
0 0 0 0 1 0 7 7 0 s 1641.454208462 4.510e-04 9
0 0 0 0 1 0 7 7 1 s 1641.454345696 2.644e-04 10
0 0 0 0 1 0 7 7 1 a 1643.556011431 3.273e-04 11
0 0 0 0 1 0 7 7 0 a 1643.556149227 2.460e-04 10
