nu1 nu2 nu3a nu3b nu4a nu4b J Ka Kc a/s E uncertainty transitions
0 1 0 0 0 0 4 2 2 a 927.310067213 2.006e-04 7
0 1 0 0 0 0 4 3 2 s 928.818419403 2.018e-04 9
0 1 0 0 0 0 4 3 1 s 929.703190462 2.019e-04 10
0 0 0 0 0 0 15 1 15 s 932.247460866 8.437e-04 14
0 0 0 0 0 0 15 0 15 s 932.248156808 1.663e-03 13
0 0 0 0 0 0 15 0 15 a 932.468840838 8.350e-04 14
0 0 0 0 0 0 15 1 15 a 932.469633365 1.613e-03 14
0 1 0 0 0 0 5 0 5 s 933.404280753 2.046e-04 6
0 1 0 0 0 0 5 1 5 s 933.456679384 2.035e-04 8
0 1 0 0 0 0 4 3 2 a 937.602455622 2.019e-04 9
0 1 0 0 0 0 4 3 1 a 938.537281035 2.018e-04 8
0 0 0 0 0 0 14 2 12 s 942.382800709 5.097e-04 23
0 0 0 0 0 0 14 3 12 s 942.383993185 1.391e-03 22
0 0 0 0 0 0 14 2 12 a 942.522999736 1.426e-03 19
0 0 0 0 0 0 14 3 12 a 942.523496716 5.934e-04 21
0 0 0 0 0 0 11 11 1 s 942.656690218 4.223e-04 20
0 0 0 0 0 0 11 11 0 s 942.656783471 6.940e-04 18
0 0 0 0 0 0 11 11 1 S 942.657046792 6.675e-04 1
0 0 0 0 0 0 11 11 0 a 942.737666276 4.381e-04 19
0 0 0 0 0 0 11 11 1 a 942.737689286 6.812e-04 21
0 1 0 0 0 0 5 0 5 a 942.744896360 2.044e-04 5
0 1 0 0 0 0 5 1 5 a 942.782388103 2.052e-04 6
0 0 0 0 0 0 13 5 8 s 947.401432865 1.049e-03 24
0 0 0 0 0 0 13 5 8 a 947.503592707 4.179e-04 25
0 0 0 0 0 0 12 9 4 s 948.901598050 8.000e-04 29
0 0 0 0 0 0 12 9 3 s 948.904269395 3.931e-04 28
0 0 0 0 0 0 12 9 4 a 948.999926035 3.931e-04 25
0 0 0 0 0 0 12 9 3 a 949.003589348 1.239e-03 24
0 1 0 0 0 0 4 4 1 s 949.011776303 2.019e-04 8
0 1 0 0 0 0 4 4 0 s 949.038798074 2.019e-04 6
0 0 0 0 0 0 13 6 8 s 953.698487709 4.496e-04 29
0 0 0 0 0 0 13 6 8 a 953.789018173 1.064e-03 28
0 1 0 0 0 0 5 1 4 s 954.536911354 2.027e-04 8
0 1 0 0 0 0 5 2 4 s 955.812738647 1.837e-04 13
0 1 0 0 0 0 4 4 1 a 957.550771618 2.019e-04 7
0 1 0 0 0 0 4 4 0 a 957.580326293 2.019e-04 6
0 1 0 0 0 0 5 1 4 a 963.306301735 2.030e-04 10
0 1 0 0 0 0 5 2 4 a 964.151525992 2.034e-04 11
0 1 0 0 0 0 5 2 3 s 967.856546212 2.034e-04 8
0 0 0 0 0 0 13 6 7 s 969.473638139 1.078e-03 24
0 0 0 0 0 0 13 6 7 a 969.570134065 4.578e-04 22
0 1 0 0 0 0 5 3 3 s 974.970955489 2.027e-04 8
0 1 0 0 0 0 5 2 3 a 976.126056420 2.031e-04 9
0 1 0 0 0 0 5 3 2 s 977.909864849 2.022e-04 9
0 1 0 0 0 0 6 0 6 s 980.239775296 2.067e-04 6
0 1 0 0 0 0 6 1 6 s 980.254737026 2.052e-04 8
0 1 0 0 0 0 5 3 3 a 983.701056617 2.027e-04 10
0 1 0 0 0 0 5 3 2 a 986.752332272 2.027e-04 12
0 0 0 0 0 0 13 7 7 s 988.975500059 4.456e-04 29
0 0 0 0 0 0 13 7 7 a 989.050733107 1.011e-03 28
0 1 0 0 0 0 6 0 6 a 989.665262262 2.865e-04 6
0 1 0 0 0 0 6 1 6 a 989.676039452 2.063e-04 7
0 0 0 0 0 0 13 7 6 s 993.227186980 9.607e-04 26
0 0 0 0 0 0 13 7 6 a 993.306083855 4.179e-04 30
0 1 0 0 0 0 5 4 2 s 995.459724940 2.031e-04 8
0 0 0 0 0 0 14 3 11 s 995.556203434 5.775e-04 27
0 0 0 0 0 0 14 4 11 s 995.580816837 1.296e-03 23
0 0 0 0 0 0 14 3 11 a 995.673907163 1.297e-03 26
0 1 0 0 0 0 5 4 1 s 995.687617236 2.036e-04 8
0 0 0 0 0 0 14 4 11 a 995.697606880 5.097e-04 24
0 0 0 0 0 0 12 10 2 s 998.930889205 3.915e-04 20
0 0 0 0 0 0 12 10 3 s 998.931019166 7.954e-04 21
0 0 0 0 0 0 12 10 3 a 999.020213218 3.915e-04 21
0 0 0 0 0 0 12 10 2 a 999.020603446 7.672e-04 18
0 0 0 0 0 0 15 2 14 s 1002.117312845 7.437e-04 21
0 0 0 0 0 0 15 1 14 s 1002.117969553 1.545e-03 20
0 0 0 0 0 0 15 1 14 a 1002.291838630 7.164e-04 20
0 0 0 0 0 0 15 2 14 a 1002.292594024 1.588e-03 19
0 1 0 0 0 0 5 4 2 a 1003.925706602 2.038e-04 10
0 1 0 0 0 0 5 4 1 a 1004.175385369 2.031e-04 10
0 1 0 0 0 0 6 1 5 s 1006.824894265 2.061e-04 9
0 1 0 0 0 0 6 2 5 s 1007.325516969 2.850e-04 10
0 1 0 0 0 0 6 1 5 a 1015.484852039 2.052e-04 9
0 1 0 0 0 0 6 2 5 a 1015.860429127 1.853e-04 11
0 1 0 0 0 0 5 5 1 s 1021.094410072 1.833e-04 10
0 1 0 0 0 0 5 5 0 s 1021.099084662 2.022e-04 7
0 1 0 0 0 0 6 2 4 s 1025.313969750 1.853e-04 9
0 0 0 0 0 0 13 8 6 s 1027.117392113 4.496e-04 27
0 0 0 0 0 0 13 8 6 a 1027.174429900 9.573e-04 25
0 0 0 0 0 0 13 8 5 s 1027.659615015 9.645e-04 28
0 0 0 0 0 0 13 8 5 a 1027.716638048 4.578e-04 23
0 1 0 0 0 0 5 5 1 a 1029.227166394 2.022e-04 10
0 1 0 0 0 0 5 5 0 a 1029.232362707 1.833e-04 8
0 1 0 0 0 0 6 3 4 s 1029.839320915 2.853e-04 11
0 1 0 0 0 0 6 2 4 a 1033.621051333 2.847e-04 11
0 1 0 0 0 0 7 0 7 s 1034.421736928 1.856e-03 6
0 1 0 0 0 0 7 1 7 s 1034.425543860 1.899e-04 8
0 1 0 0 0 0 6 3 3 s 1036.043528207 2.048e-04 11
0 1 0 0 0 0 6 3 4 a 1039.169608826 1.332e-04 12
0 0 0 0 0 0 14 4 10 s 1042.225995388 5.097e-04 25
0 0 0 0 0 0 14 4 10 a 1042.327954506 1.217e-03 25
0 0 0 0 0 0 14 5 10 s 1042.591151844 1.230e-03 26
0 0 0 0 0 0 14 5 10 a 1042.691166100 5.720e-04 28
0 1 0 0 0 0 7 0 7 a 1043.959395363 2.082e-04 6
0 1 0 0 0 0 7 1 7 a 1043.960536007 4.175e-03 7
0 1 0 0 0 0 6 3 3 a 1045.509013961 2.853e-04 10
0 1 0 0 0 0 6 4 3 s 1051.408630024 2.847e-04 10
0 1 0 0 0 0 6 4 2 s 1052.427482507 2.044e-04 13
0 0 0 0 0 0 16 0 16 s 1053.640446472 9.978e-04 10
0 0 0 0 0 0 16 1 16 s 1053.641430904 1.737e-03 12
0 0 0 0 0 0 16 1 16 a 1053.871404043 9.359e-04 13
0 0 0 0 0 0 16 0 16 a 1053.872300879 1.673e-03 13
0 0 0 0 0 0 12 11 1 s 1054.295729036 4.740e-04 18
0 0 0 0 0 0 12 11 2 s 1054.295853777 7.649e-04 18
0 0 0 0 0 0 12 11 2 a 1054.375813261 4.771e-04 17
0 0 0 0 0 0 12 11 1 a 1054.375840465 7.763e-04 15
0 1 0 0 0 0 6 4 3 a 1059.755986085 2.045e-04 14
0 1 0 0 0 0 6 4 2 a 1060.857541233 2.844e-04 10
0 0 0 0 0 0 15 3 13 s 1066.105584696 6.679e-04 22
0 0 0 0 0 0 15 2 13 s 1066.106072168 1.472e-03 22
0 1 0 0 0 0 7 1 6 s 1066.231602370 3.706e-04 10
0 0 0 0 0 0 15 2 13 a 1066.245970904 7.087e-04 23
0 0 0 0 0 0 15 3 13 a 1066.246799685 1.529e-03 19
0 1 0 0 0 0 7 2 6 s 1066.406490369 2.067e-04 11
0 0 0 0 0 0 13 9 5 s 1070.767210721 4.474e-04 24
0 0 0 0 0 0 13 9 4 s 1070.782891205 9.023e-04 25
0 0 0 0 0 0 13 9 5 a 1070.871105825 1.119e-03 25
0 0 0 0 0 0 13 9 4 a 1070.884484145 8.746e-04 24
0 1 0 0 0 0 7 1 6 a 1074.827955975 1.873e-04 9
0 1 0 0 0 0 7 2 6 a 1074.959383302 2.865e-04 10
0 1 0 0 0 0 6 5 2 s 1076.784975234 2.853e-04 10
0 1 0 0 0 0 6 5 1 s 1076.832805117 2.049e-04 11
0 0 0 0 0 0 14 5 9 s 1080.468814244 5.698e-04 24
0 0 0 0 0 0 14 5 9 a 1080.563949621 1.221e-03 24
0 0 0 0 0 0 14 6 9 s 1083.670132610 1.132e-03 28
0 0 0 0 0 0 14 6 9 a 1083.757015224 5.303e-04 27
0 1 0 0 0 0 6 5 2 a 1084.851422837 2.049e-04 9
0 1 0 0 0 0 6 5 1 a 1084.905609961 2.853e-04 10
0 1 0 0 0 0 7 2 5 s 1090.663305532 2.748e-04 11
0 1 0 0 0 0 7 3 5 s 1092.996531963 1.873e-04 11
0 1 0 0 0 0 8 0 8 s 1095.949130759 4.202e-04 8
0 1 0 0 0 0 8 1 8 s 1095.949658633 1.248e-03 8
0 1 0 0 0 0 7 2 5 a 1098.761882693 2.067e-04 10
0 1 0 0 0 0 7 3 5 a 1100.552954430 3.316e-04 12
0 1 0 0 0 0 8 1 8 a 1105.628053074 2.831e-04 7
0 1 0 0 0 0 8 0 8 a 1105.628095691 2.083e-03 6
0 1 0 0 0 0 7 3 4 s 1106.526987974 3.230e-04 9
0 0 0 0 0 0 14 6 8 s 1107.439570444 5.064e-04 27
0 0 0 0 0 0 14 6 8 a 1107.532619897 1.137e-03 21
0 1 0 0 0 0 6 6 1 s 1107.991779879 2.256e-04 13
0 1 0 0 0 0 6 6 0 s 1107.992406893 1.206e-04 10
0 1 0 0 0 0 6 8 0 s 1107.993098159 1.087e-04 1
0 1 0 0 0 0 7 3 4 a 1114.167826987 1.862e-04 14
0 0 0 0 0 0 12 12 1 s 1114.688268837 1.052e-03 17
0 0 0 0 0 0 12 12 0 s 1114.688671708 5.405e-04 15
0 0 0 0 0 0 12 12 1 a 1114.759671822 5.405e-04 18
0 0 0 0 0 0 12 12 0 a 1114.759776664 8.123e-04 16
0 1 0 0 0 0 6 8 1 a 1115.654619063 1.087e-04 1
0 1 0 0 0 0 6 6 1 a 1115.654787527 1.460e-04 10
0 1 0 0 0 0 6 6 0 a 1115.655453188 2.709e-04 9
0 1 0 0 0 0 6 8 0 a 1115.655549201 2.256e-04 1
0 1 0 0 0 0 8 6 0 a 1115.655566230 2.256e-04 1
0 1 0 0 0 0 7 4 4 s 1116.665572162 1.878e-04 12
0 1 0 0 0 0 7 4 3 s 1119.681865502 4.290e-04 14
0 0 0 0 0 0 13 10 4 s 1120.289402863 4.765e-04 25
0 0 0 0 0 0 13 10 3 s 1120.290405096 9.907e-04 23
0 0 0 0 0 0 13 10 4 a 1120.377552170 9.477e-04 22
0 0 0 0 0 0 13 10 3 a 1120.377639302 4.765e-04 22
0 0 0 0 0 0 14 7 8 s 1121.072278793 1.131e-03 26
0 0 0 0 0 0 14 7 8 a 1121.145292388 5.477e-04 26
0 0 0 0 0 0 15 3 12 s 1124.102556982 1.488e-03 26
0 0 0 0 0 0 15 4 12 s 1124.110231896 6.898e-04 25
0 0 0 0 0 0 15 3 12 a 1124.217901573 6.070e-04 23
0 0 0 0 0 0 15 4 12 a 1124.226243963 1.375e-03 24
0 1 0 0 0 0 7 4 4 a 1124.998293552 6.841e-04 10
0 1 0 0 0 0 7 4 3 a 1128.200826467 1.877e-04 12
0 0 0 0 0 0 16 1 15 s 1128.358296650 8.437e-04 19
0 0 0 0 0 0 16 2 15 s 1128.359158581 1.641e-03 20
0 0 0 0 0 0 16 2 15 a 1128.537589611 8.800e-04 19
0 0 0 0 0 0 16 1 15 a 1128.538332249 1.605e-03 18
0 0 0 0 0 0 14 7 7 s 1130.017947731 5.474e-04 20
0 0 0 0 0 0 14 7 7 a 1130.098814904 1.101e-03 23
0 1 0 0 0 0 8 1 7 s 1132.865117691 2.087e-04 9
0 1 0 0 0 0 8 2 7 s 1132.923485207 2.287e-03 11
0 1 0 0 0 0 8 1 7 a 1141.434991519 1.201e-03 10
0 1 0 0 0 0 8 2 7 a 1141.477673355 2.533e-04 11
0 1 0 0 0 0 7 5 3 s 1142.071784732 2.066e-04 12
0 1 0 0 0 0 7 5 2 s 1142.336790328 3.584e-04 11
0 1 0 0 0 0 7 5 3 a 1150.028909824 3.433e-04 11
0 1 0 0 0 0 7 5 2 a 1150.328392678 2.064e-04 12
0 0 0 0 0 0 14 8 7 s 1159.332360910 1.054e-03 24
0 0 0 0 0 0 14 8 7 a 1159.388960720 5.241e-04 29
0 0 0 0 0 0 14 8 6 s 1160.943324541 5.062e-04 25
0 0 0 0 0 0 14 8 6 a 1161.002884785 1.072e-03 23
0 1 0 0 0 0 8 2 6 s 1163.062318763 1.276e-04 14
0 1 0 0 0 0 8 3 6 s 1164.073844088 6.244e-04 12
0 1 0 0 0 0 9 1 9 s 1164.814708068 7.887e-04 9
0 1 0 0 0 0 9 0 9 s 1164.814776028 1.592e-03 7
0 1 0 0 0 0 8 2 6 a 1170.931268103 1.149e-03 12
0 1 0 0 0 0 8 3 6 a 1171.725216039 2.088e-04 10
0 1 0 0 0 0 7 6 2 s 1172.873050800 2.033e-04 11
0 1 0 0 0 0 7 6 1 s 1172.881340127 3.455e-04 11
0 1 0 0 0 0 9 0 9 a 1174.661603194 3.317e-04 7
0 1 0 0 0 0 9 1 9 a 1174.662274659 1.239e-03 7
0 0 0 0 0 0 13 11 3 s 1175.327950362 4.951e-04 16
0 0 0 0 0 0 13 11 2 s 1175.328348881 8.810e-04 17
0 0 0 0 0 0 13 11 2 a 1175.406733178 5.126e-04 16
0 0 0 0 0 0 13 11 3 a 1175.407025082 8.580e-04 19
0 0 0 0 0 0 15 4 11 s 1175.790643446 1.360e-03 23
0 0 0 0 0 0 15 4 11 a 1175.888039347 6.809e-04 22
0 0 0 0 0 0 15 5 11 s 1175.925608911 6.070e-04 27
0 0 0 0 0 0 15 5 11 a 1176.023409866 1.285e-03 22
0 1 0 0 0 0 7 6 2 a 1180.470571466 6.863e-04 11
0 1 0 0 0 0 7 8 1 a 1180.481082426 1.132e-04 1
0 1 0 0 0 0 7 6 1 a 1180.481302536 2.069e-04 11
0 0 0 0 0 0 17 1 17 s 1182.343887384 1.131e-03 9
0 0 0 0 0 0 17 0 17 s 1182.344861743 1.820e-03 9
0 0 0 0 0 0 17 0 17 a 1182.585424443 1.058e-03 9
0 0 0 0 0 0 17 1 17 a 1182.586358107 1.809e-03 9
0 1 0 0 0 0 8 3 5 s 1184.107742197 2.088e-04 12
0 1 0 0 0 0 8 4 5 s 1190.801266091 3.335e-04 13
0 1 0 0 0 0 8 3 5 a 1191.699558986 3.327e-04 14
0 1 0 0 0 0 8 4 4 s 1196.550429217 1.835e-04 14
0 0 0 0 0 0 16 2 14 s 1197.149239914 7.808e-04 20
0 0 0 0 0 0 16 3 14 s 1197.150131677 1.517e-03 22
0 0 0 0 0 0 16 3 14 a 1197.290892240 8.167e-04 18
0 0 0 0 0 0 16 2 14 a 1197.291425796 1.594e-03 20
0 1 0 0 0 0 8 4 5 a 1200.354462674 1.343e-04 14
0 0 0 0 0 0 14 9 6 s 1202.296821225 1.088e-03 18
0 0 0 0 0 0 14 9 5 s 1202.331279263 5.246e-04 28
0 0 0 0 0 0 14 9 6 a 1202.472786284 5.246e-04 31
0 0 0 0 0 0 14 9 5 a 1202.508615701 1.092e-03 18
0 1 0 0 0 0 8 4 4 a 1206.366489261 7.312e-04 11
0 1 0 0 0 0 9 1 8 s 1206.787761770 1.791e-03 10
0 1 0 0 0 0 9 2 8 s 1206.805345102 3.559e-04 10
0 1 0 0 0 0 7 7 1 s 1209.612465484 1.900e-04 13
0 1 0 0 0 0 7 7 0 s 1209.612500625 3.023e-04 11
0 1 0 0 0 0 9 1 8 a 1215.361513171 5.701e-04 10
0 1 0 0 0 0 9 2 8 a 1215.376057994 2.319e-03 11
0 1 0 0 0 0 7 7 0 a 1216.756862602 2.380e-04 9
0 1 0 0 0 0 7 7 1 a 1216.756908508 3.176e-04 11
0 1 0 0 0 0 8 5 4 s 1216.978892602 3.491e-04 12
0 1 0 0 0 0 8 5 3 s 1217.994832868 2.088e-04 13
0 0 0 0 0 0 15 5 10 s 1220.021941143 1.289e-03 23
0 0 0 0 0 0 15 5 10 a 1220.109316862 6.284e-04 25
0 0 0 0 0 0 15 6 10 s 1221.468720683 6.690e-04 23
0 0 0 0 0 0 15 6 10 a 1221.552785073 1.285e-03 25
0 1 0 0 0 0 8 5 4 a 1224.792759265 2.089e-04 9
0 1 0 0 0 0 8 5 3 a 1225.920533137 3.267e-04 13
0 0 0 0 1 0 0 0 0 s 1233.373596760 2.182e-04 4
0 0 0 0 0 0 13 12 2 s 1235.519084136 5.630e-04 14
0 0 0 0 0 0 13 12 1 s 1235.519294978 8.331e-04 13
0 0 0 0 0 0 13 12 1 a 1235.588939667 5.641e-04 12
0 0 0 0 0 0 13 12 2 a 1235.589157756 8.444e-04 14
0 0 0 0 1 0 0 0 0 a 1235.889107393 2.376e-04 4
0 1 0 0 0 0 10 0 10 s 1241.006060109 2.505e-04 6
0 1 0 0 0 0 10 1 10 s 1241.006414112 1.426e-03 7
0 1 0 0 0 0 9 2 7 s 1242.401489920 2.189e-03 10
0 0 0 0 1 0 1 0 1 s 1242.458137981 1.070e-04 7
0 1 0 0 0 0 9 3 7 s 1242.788349750 2.142e-04 11
0 0 0 0 1 0 1 1 1 s 1244.773628778 2.433e-04 10
0 0 0 0 1 0 1 0 1 a 1244.972664943 2.402e-04 6
0 0 0 0 1 0 1 1 0 s 1246.412723068 2.620e-04 8
0 1 0 0 0 0 8 6 3 s 1247.327111920 8.378e-04 12
0 0 0 0 1 0 1 1 1 a 1247.336821549 5.432e-04 8
0 1 0 0 0 0 8 6 2 s 1247.384675756 1.897e-04 11
0 0 0 0 1 0 1 1 0 a 1248.967793609 2.971e-04 8
0 1 0 0 0 0 9 2 7 a 1250.084786212 2.580e-04 10
0 1 0 0 0 0 9 3 7 a 1250.386078196 8.121e-04 12
0 1 0 0 0 0 10 1 10 a 1251.050986893 3.547e-04 7
0 1 0 0 0 0 10 0 10 a 1251.051628062 1.114e-03 7
0 0 0 0 0 0 14 10 5 s 1251.174869645 1.094e-03 20
0 0 0 0 0 0 14 10 4 s 1251.176689098 5.673e-04 20
0 0 0 0 0 0 14 10 5 a 1251.260438663 5.479e-04 20
0 0 0 0 0 0 14 10 4 a 1251.263522757 1.013e-03 20
0 0 0 0 0 0 15 6 9 s 1253.540544135 1.256e-03 23
0 0 0 0 0 0 15 6 9 a 1253.625954472 6.688e-04 23
0 1 0 0 0 0 8 6 3 a 1254.830609910 1.897e-04 11
0 1 0 0 0 0 8 6 2 a 1254.896897317 8.254e-04 10
0 0 0 0 0 0 16 3 13 s 1259.940163502 7.999e-04 24
0 0 0 0 0 0 16 4 13 s 1259.942726138 1.458e-03 23
0 0 0 0 1 0 2 0 2 s 1259.965545374 8.550e-04 10
0 0 0 0 0 0 16 3 13 a 1260.054790854 1.491e-03 18
0 0 0 0 0 0 16 4 13 a 1260.056489522 7.329e-04 18
0 0 0 0 1 0 2 1 2 s 1261.232126642 3.223e-04 9
0 0 0 0 0 0 17 2 16 s 1261.909782407 9.897e-04 19
0 0 0 0 0 0 17 1 16 s 1261.910718039 1.725e-03 17
0 0 0 0 0 0 15 7 9 s 1261.929283459 6.357e-04 25
0 0 0 0 0 0 15 7 9 a 1262.001052005 1.214e-03 23
0 0 0 0 0 0 17 1 16 a 1262.093794886 1.027e-03 13
0 0 0 0 0 0 17 2 16 a 1262.094714515 1.749e-03 12
0 0 0 0 1 0 2 0 2 a 1262.466929372 1.368e-04 9
0 0 0 0 1 0 2 1 2 a 1263.661095307 2.634e-04 11
0 0 0 0 1 0 2 1 1 s 1266.423825338 1.585e-04 12
0 0 0 0 1 0 2 1 1 a 1268.831320119 2.523e-04 10
0 1 0 0 0 0 9 3 6 s 1269.652336347 1.075e-03 11
0 0 0 0 1 0 2 2 1 s 1273.292232121 2.688e-04 9
0 1 0 0 0 0 9 4 6 s 1273.353928733 2.115e-04 12
0 0 0 0 1 0 2 2 0 s 1273.879586671 1.071e-04 9
0 0 0 0 1 0 2 2 1 a 1275.776833479 3.684e-04 13
0 0 0 0 1 0 2 2 0 a 1276.373162023 1.535e-04 8
0 1 0 0 0 0 9 3 6 a 1276.957960624 1.926e-04 13
0 0 0 0 0 0 15 7 8 s 1277.687035119 1.230e-03 23
0 0 0 0 0 0 15 7 8 a 1277.766187477 6.354e-04 24
0 1 0 0 0 0 9 4 6 a 1279.959631549 1.011e-03 12
0 1 0 0 0 0 8 7 2 s 1283.668320493 4.234e-04 11
0 1 0 0 0 0 8 7 1 s 1283.669530860 4.300e-04 11
0 0 0 0 1 0 3 0 3 s 1285.032658546 2.836e-04 10
0 0 0 0 1 0 3 1 3 s 1285.549634787 2.764e-04 11
0 0 0 0 1 0 3 0 3 a 1287.512579437 2.826e-04 10
0 1 0 0 0 0 9 4 5 s 1287.875715750 4.380e-04 14
0 0 0 0 1 0 3 1 3 a 1287.995043951 4.000e-04 10
0 1 0 0 0 0 10 1 9 s 1288.018610134 2.596e-04 11
0 1 0 0 0 0 10 2 9 s 1288.024479941 1.089e-03 12
0 1 0 0 0 0 8 7 2 a 1290.748177206 1.025e-03 14
0 1 0 0 0 0 8 7 1 a 1290.749464516 4.180e-04 11
0 1 0 0 0 0 9 4 5 a 1294.738199873 2.115e-04 12
0 0 0 0 1 0 3 1 2 s 1295.691674306 2.979e-04 11
0 1 0 0 0 0 10 1 9 a 1296.619055596 3.142e-03 10
0 1 0 0 0 0 10 2 9 a 1296.624365889 3.395e-04 12
0 0 0 0 1 0 3 1 2 a 1298.087880432 1.013e-04 12
0 0 0 0 0 0 13 13 1 s 1300.567669606 7.077e-04 12
0 0 0 0 0 0 13 13 0 s 1300.567768680 9.450e-04 11
0 0 0 0 1 0 3 2 2 s 1300.584912623 1.804e-04 16
0 0 0 0 0 0 13 13 0 a 1300.628825993 7.077e-04 11
0 0 0 0 0 0 13 13 1 a 1300.629638328 1.226e-03 13
0 0 0 0 0 0 15 8 8 s 1301.069989487 6.502e-04 25
0 0 0 0 0 0 15 8 8 a 1301.126985100 1.244e-03 22
0 1 0 0 0 0 9 5 5 s 1301.321579633 1.926e-04 12
0 0 0 0 1 0 3 2 2 a 1302.566910668 3.429e-04 10
0 0 0 0 1 0 3 2 1 s 1303.742135966 2.922e-04 11
0 1 0 0 0 0 9 5 4 s 1304.135812666 4.673e-04 11
0 0 0 0 0 0 15 8 7 s 1305.134415563 1.228e-03 19
0 0 0 0 0 0 15 8 7 a 1305.195182662 6.483e-04 27
0 0 0 0 1 0 3 2 1 a 1305.751593114 2.156e-04 13
0 0 0 0 0 0 14 11 3 s 1305.777083985 6.182e-04 18
0 0 0 0 0 0 14 11 4 s 1305.777719118 9.917e-04 17
0 0 0 0 0 0 14 11 4 a 1305.854202352 5.849e-04 16
0 0 0 0 0 0 14 11 3 a 1305.854843904 9.962e-04 17
0 1 0 0 0 0 9 5 5 a 1309.205224279 4.920e-04 11
0 1 0 0 0 0 9 5 4 a 1312.269351829 1.926e-04 12
0 0 0 0 0 0 16 4 12 s 1316.515349485 7.069e-04 22
0 0 0 0 0 0 16 5 12 s 1316.564347462 1.438e-03 26
0 0 0 0 0 0 16 4 12 a 1316.610523266 1.392e-03 20
0 0 0 0 1 0 3 3 1 s 1316.641825073 1.402e-04 13
0 0 0 0 0 0 16 5 12 a 1316.658138887 7.866e-04 21
0 0 0 0 1 0 3 3 0 s 1316.774635745 1.927e-04 10
0 0 0 0 1 0 4 0 4 s 1317.309594425 1.041e-04 10
0 0 0 0 1 0 4 1 4 s 1317.483695799 3.009e-04 11
0 0 0 0 0 0 18 0 18 s 1318.335811930 1.313e-03 5
0 0 0 0 0 0 18 1 18 s 1318.336732707 1.966e-03 5
0 0 0 0 0 0 18 1 18 a 1318.589136690 1.243e-03 5
0 0 0 0 0 0 18 0 18 a 1318.590037907 1.962e-03 5
0 0 0 0 1 0 3 3 1 a 1319.069351190 1.014e-04 11
0 0 0 0 1 0 3 3 0 a 1319.208366686 3.348e-04 10
0 0 0 0 1 0 4 0 4 a 1319.770773151 3.640e-04 7
0 0 0 0 1 0 4 1 4 a 1319.930358821 2.367e-04 11
0 1 0 0 0 0 11 1 11 s 1324.508632543 3.711e-04 8
0 1 0 0 0 0 11 0 11 s 1324.509064269 1.108e-03 8
0 1 0 0 0 0 8 8 1 s 1325.845511453 3.152e-04 13
0 1 0 0 0 0 8 8 0 s 1325.845724826 2.068e-04 11
0 1 0 0 0 0 10 2 8 s 1328.816668209 2.912e-03 12
0 1 0 0 0 0 10 3 8 s 1328.956701092 1.263e-03 11
0 1 0 0 0 0 9 6 4 s 1331.452827950 2.115e-04 11
0 1 0 0 0 0 9 6 3 s 1331.712454486 7.146e-04 12
0 1 0 0 0 0 8 8 0 a 1332.437796770 3.711e-04 9
0 1 0 0 0 0 8 8 1 a 1332.438004826 2.187e-04 11
0 0 0 0 1 0 4 1 3 s 1333.555335527 3.363e-04 14
0 1 0 0 0 0 11 0 11 a 1334.782889076 3.137e-04 7
0 1 0 0 0 0 11 1 11 a 1334.783494788 1.302e-03 8
0 0 0 0 0 0 17 3 15 s 1335.495392570 9.237e-04 18
0 0 0 0 0 0 17 2 15 s 1335.496117551 1.674e-03 15
0 0 0 0 0 0 17 2 15 a 1335.638100485 9.725e-04 18
0 0 0 0 0 0 17 3 15 a 1335.639087659 1.681e-03 18
0 0 0 0 1 0 4 1 3 a 1335.900822010 3.508e-04 10
0 1 0 0 0 0 10 2 8 a 1336.371567369 1.678e-03 11
0 0 0 0 1 0 4 2 3 s 1336.392142524 2.252e-04 13
0 1 0 0 0 0 10 3 8 a 1336.474746286 2.391e-04 11
0 0 0 0 1 0 4 2 3 a 1338.571687586 7.809e-04 13
0 1 0 0 0 0 9 6 4 a 1338.815798859 8.689e-04 13
0 1 0 0 0 0 9 6 3 a 1339.119964902 2.115e-04 11
0 0 0 0 1 0 4 2 2 s 1343.277991797 1.526e-04 13
0 0 0 0 0 0 15 9 7 s 1343.508524190 6.155e-04 20
0 0 0 0 0 0 15 9 7 a 1343.548702015 1.180e-03 22
0 0 0 0 0 0 15 9 6 s 1344.035993361 1.178e-03 21
0 0 0 0 0 0 15 9 6 a 1344.076035377 6.155e-04 21
0 0 0 0 1 0 4 2 2 a 1345.493150376 1.828e-04 13
0 0 0 0 1 0 4 3 2 s 1353.988814933 2.278e-04 12
0 0 0 0 1 0 4 3 1 s 1354.808802499 1.603e-04 14
0 0 0 0 1 0 4 3 2 a 1356.472699557 3.124e-04 17
0 0 0 0 1 0 5 0 5 s 1356.826387458 5.144e-04 8
0 0 0 0 1 0 5 1 5 s 1356.879753971 2.113e-04 11
0 0 0 0 1 0 4 3 1 a 1357.323712878 1.544e-04 12
0 0 0 0 1 0 5 0 5 a 1359.279655039 2.735e-04 11
0 0 0 0 1 0 5 1 5 a 1359.326979281 1.963e-04 11
0 1 0 0 0 0 10 3 7 s 1362.184609436 2.142e-04 11
0 1 0 0 0 0 10 4 7 s 1363.925313344 1.642e-03 11
0 0 0 0 0 0 14 12 2 s 1365.690136646 6.821e-04 15
0 0 0 0 0 0 14 12 3 s 1365.690540065 9.842e-04 14
